"time","CA","CB","CP","CI","X_A","Y_P","S_P","purity","production_rate","reactor"
82.5,0.117143825186758,0.317143825186758,0.79291914189624,0.0899370329170026,0.882856174813242,0.79291914189624,0.898129461648544,0.898129461648544,2.37875742568872,"CSTR"
83,0.117143825186752,0.317143825186752,0.792919141896245,0.0899370329170032,0.882856174813248,0.792919141896245,0.898129461648544,0.898129461648544,2.37875742568873,"CSTR"
83.5,0.117143825186748,0.317143825186748,0.792919141896248,0.0899370329170036,0.882856174813252,0.792919141896248,0.898129461648544,0.898129461648544,2.37875742568875,"CSTR"
84,0.117143825186744,0.317143825186744,0.792919141896252,0.089937032917004,0.882856174813256,0.792919141896252,0.898129461648544,0.898129461648544,2.37875742568876,"CSTR"
84.5,0.117143825186741,0.317143825186741,0.792919141896255,0.0899370329170043,0.882856174813259,0.792919141896255,0.898129461648544,0.898129461648544,2.37875742568876,"CSTR"
85,0.117143825186739,0.317143825186739,0.792919141896257,0.0899370329170046,0.882856174813262,0.792919141896257,0.898129461648544,0.898129461648544,2.37875742568877,"CSTR"
85.5,0.117143825186736,0.317143825186736,0.792919141896259,0.0899370329170048,0.882856174813264,0.792919141896259,0.898129461648544,0.898129461648544,2.37875742568878,"CSTR"
86,0.117143825186734,0.317143825186735,0.792919141896261,0.089937032917005,0.882856174813266,0.792919141896261,0.898129461648544,0.898129461648544,2.37875742568878,"CSTR"
86.5,0.117143825186733,0.317143825186733,0.792919141896262,0.0899370329170052,0.882856174813267,0.792919141896262,0.898129461648544,0.898129461648544,2.37875742568879,"CSTR"
87,0.117143825186732,0.317143825186732,0.792919141896263,0.0899370329170053,0.882856174813268,0.792919141896263,0.898129461648544,0.898129461648544,2.37875742568879,"CSTR"
87.5,0.11714382518673,0.317143825186731,0.792919141896264,0.0899370329170054,0.88285617481327,0.792919141896264,0.898129461648544,0.898129461648544,2.37875742568879,"CSTR"
88,0.11714382518673,0.31714382518673,0.792919141896265,0.0899370329170055,0.88285617481327,0.792919141896265,0.898129461648544,0.898129461648544,2.37875742568879,"CSTR"
88.5,0.117143825186729,0.317143825186729,0.792919141896266,0.0899370329170056,0.882856174813271,0.792919141896266,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
89,0.117143825186728,0.317143825186728,0.792919141896266,0.0899370329170056,0.882856174813272,0.792919141896266,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
89.5,0.117143825186728,0.317143825186728,0.792919141896267,0.0899370329170057,0.882856174813272,0.792919141896267,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
90,0.117143825186727,0.317143825186727,0.792919141896267,0.0899370329170057,0.882856174813273,0.792919141896267,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
90.5,0.117143825186727,0.317143825186727,0.792919141896267,0.0899370329170058,0.882856174813273,0.792919141896267,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
91,0.117143825186726,0.317143825186727,0.792919141896268,0.0899370329170058,0.882856174813274,0.792919141896268,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
91.5,0.117143825186726,0.317143825186726,0.792919141896268,0.0899370329170058,0.882856174813274,0.792919141896268,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
92,0.117143825186726,0.317143825186726,0.792919141896268,0.0899370329170059,0.882856174813274,0.792919141896268,0.898129461648544,0.898129461648544,2.3787574256888,"CSTR"
92.5,0.117143825186726,0.317143825186726,0.792919141896269,0.0899370329170059,0.882856174813274,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
93,0.117143825186726,0.317143825186726,0.792919141896269,0.0899370329170059,0.882856174813274,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
93.5,0.117143825186725,0.317143825186726,0.792919141896269,0.0899370329170059,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
94,0.117143825186725,0.317143825186725,0.792919141896269,0.0899370329170059,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
94.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
95,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
95.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
96,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
96.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
97,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
97.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
98,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
98.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
99,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
99.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
100,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
100.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
101,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
101.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
102,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
102.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
103,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
103.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
104,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
104.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
105,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
105.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
106,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
106.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
107,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
107.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
108,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
108.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
109,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
109.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
110,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
110.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
111,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
111.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
112,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
112.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
113,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
113.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
114,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
114.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
115,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
115.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
116,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
116.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
117,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
117.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
118,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
118.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
119,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
119.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
120,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
120.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
121,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
121.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
122,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
122.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
123,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
123.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
124,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
124.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
125,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
125.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
126,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
126.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
127,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
127.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
128,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
128.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
129,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
129.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
130,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
130.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
131,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
131.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
132,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
132.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
133,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
133.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
134,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
134.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
135,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
135.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
136,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
136.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
137,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
137.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
138,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
138.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
139,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
139.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
140,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
140.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
141,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
141.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
142,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
142.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
143,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
143.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
144,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
144.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
145,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
145.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
146,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
146.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
147,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
147.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
148,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
148.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
149,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
149.5,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
150,0.117143825186725,0.317143825186725,0.792919141896269,0.089937032917006,0.882856174813275,0.792919141896269,0.898129461648544,0.898129461648544,2.37875742568881,"CSTR"
