"tau","CA","CB","CP","CI","V_axial","X_A","Y_P","S_P","purity","production_rate","reactor"
3.40681362725451,0.255713093333032,0.455713093333032,0.673908161752742,0.0703787449142258,10.2204408817635,0.744286906666968,0.673908161752742,0.905441375913982,0.905441375913982,2.02172448525823,"PFR"
3.47361389445558,0.251256283099568,0.451256283099568,0.677943542148139,0.0708001747522928,10.4208416833667,0.748743716900432,0.677943542148139,0.905441375921223,0.905441375921223,2.03383062644442,"PFR"
3.54041416165665,0.246919238422422,0.446919238422422,0.68187048185329,0.0712102797242872,10.6212424849699,0.753080761577578,0.68187048185329,0.905441375928187,0.905441375928187,2.04561144555987,"PFR"
3.60721442885772,0.242697320968145,0.442697320968145,0.685693180607222,0.0716094984246323,10.8216432865731,0.757302679031855,0.685693180607222,0.90544137593489,0.90544137593489,2.05707954182167,"PFR"
3.67401469605878,0.238586128682528,0.438586128682528,0.68941562421196,0.071998247105512,11.0220440881764,0.761413871317472,0.68941562421196,0.905441375941346,0.905441375941346,2.06824687263588,"PFR"
3.74081496325985,0.234581480932514,0.434581480932514,0.693041597985655,0.0723769210818307,11.2224448897796,0.765418519067486,0.693041597985655,0.905441375947567,0.905441375947567,2.07912479395697,"PFR"
3.80761523046092,0.230679404755388,0.430679404755388,0.69657469921314,0.0727458960314717,11.4228456913828,0.769320595244612,0.69657469921314,0.905441375953567,0.905441375953567,2.08972409763942,"PFR"
3.87441549766199,0.226876122120157,0.426876122120157,0.70001834868,0.0731055291998425,11.623246492986,0.773123877879843,0.70001834868,0.905441375959357,0.905441375959357,2.10005504604,"PFR"
3.94121576486306,0.22316803811525,0.42316803811525,0.703375801367919,0.073456160516831,11.8236472945892,0.77683196188475,0.703375801367919,0.905441375964947,0.905441375964947,2.11012740410376,"PFR"
4.00801603206413,0.21955172998489,0.419551729984889,0.7066501563816,0.0737981136335096,12.0240480961924,0.78044827001511,0.7066501563816,0.905441375970348,0.905441375970348,2.1199504691448,"PFR"
4.0748162992652,0.216023936943845,0.416023936943845,0.709844366170915,0.0741316968852393,12.2244488977956,0.783976063056155,0.709844366170915,0.905441375975569,0.905441375975569,2.12953309851274,"PFR"
4.14161656646627,0.212581550706846,0.412581550706845,0.712961245105959,0.074457204187195,12.4248496993988,0.787418449293154,0.712961245105959,0.905441375980618,0.905441375980618,2.13888373531788,"PFR"
4.20841683366733,0.209221606674824,0.409221606674823,0.716003477457395,0.0747749158677816,12.625250501002,0.790778393325176,0.716003477457395,0.905441375985504,0.905441375985504,2.14801043237218,"PFR"
4.2752171008684,0.20594127572546,0.40594127572546,0.71897362482963,0.0750850994449096,12.8256513026052,0.79405872427454,0.71897362482963,0.905441375990234,0.905441375990234,2.15692087448889,"PFR"
4.34201736806947,0.202737856560226,0.402737856560226,0.721874133090126,0.0753880103496478,13.0260521042084,0.797262143439774,0.721874133090126,0.905441375994815,0.905441375994815,2.16562239927038,"PFR"
4.40881763527054,0.199608768564412,0.399608768564412,0.724707338834218,0.0756838926013695,13.2264529058116,0.800391231435588,0.724707338834218,0.905441375999255,0.905441375999255,2.17412201650265,"PFR"
4.47561790247161,0.196551545140465,0.396551545140464,0.727475475421393,0.0759729794381423,13.4268537074148,0.803448454859535,0.727475475421393,0.90544137600356,0.90544137600356,2.18242642626418,"PFR"
4.54241816967268,0.193563827478429,0.393563827478429,0.730180678615784,0.0762554939057872,13.627254509018,0.806436172521571,0.730180678615784,0.905441376007735,0.905441376007735,2.19054203584735,"PFR"
4.60921843687375,0.190643358730424,0.390643358730424,0.732824991860844,0.076531649408732,13.8276553106212,0.809356641269576,0.732824991860844,0.905441376011786,0.905441376011786,2.19847497558253,"PFR"
4.67601870407482,0.187787978558899,0.387787978558899,0.735410371215581,0.0768016502255203,14.0280561122245,0.812212021441101,0.735410371215581,0.905441376015719,0.905441376015719,2.20623111364674,"PFR"
4.74281897127589,0.184995618030998,0.384995618030998,0.737938689977408,0.0770656919915937,14.2284569138277,0.815004381969002,0.737938689977408,0.905441376019539,0.905441376019539,2.21381606993222,"PFR"
4.80961923847695,0.182264294833657,0.382264294833656,0.740411743014598,0.0773239621517458,14.4288577154309,0.817735705166343,0.740411743014598,0.905441376023249,0.905441376023249,2.22123522904379,"PFR"
4.87641950567802,0.17959210878617,0.37959210878617,0.742831250829383,0.0775766403844473,14.6292585170341,0.82040789121383,0.742831250829383,0.905441376026856,0.905441376026856,2.22849375248815,"PFR"
4.94321977287909,0.176977237628883,0.376977237628883,0.745198863371055,0.0778238990000615,14.8296593186373,0.823022762371117,0.745198863371055,0.905441376030362,0.905441376030362,2.23559659011317,"PFR"
5.01002004008016,0.174417933068378,0.374417933068377,0.747516163616816,0.0780659033148065,15.0300601202405,0.825582066931622,0.747516163616816,0.905441376033773,0.905441376033773,2.24254849085045,"PFR"
5.07682030728123,0.171912517061112,0.371912517061111,0.74978467093672,0.0783028120021688,15.2304609218437,0.828087482938888,0.74978467093672,0.905441376037091,0.905441376037091,2.24935401281016,"PFR"
5.1436205744823,0.16945937831891,0.36945937831891,0.752005844257751,0.0785347774233392,15.4308617234469,0.83054062168109,0.752005844257751,0.905441376040321,0.905441376040321,2.25601753277325,"PFR"
5.21042084168337,0.167056969021003,0.367056969021002,0.754181085040879,0.0787619459381182,15.6312625250501,0.832943030978997,0.754181085040879,0.905441376043465,0.905441376043465,2.26254325512264,"PFR"
5.27722110888444,0.16470380171851,0.36470380171851,0.756311740083866,0.0789844581976233,15.8316633266533,0.83529619828149,0.756311740083866,0.905441376046527,0.905441376046527,2.2689352202516,"PFR"
5.3440213760855,0.162398446418359,0.362398446418359,0.75839910416161,0.0792024494200305,16.0320641282565,0.837601553581641,0.75839910416161,0.905441376049511,0.905441376049511,2.27519731248483,"PFR"
5.41082164328657,0.160139527834612,0.360139527834611,0.760444422514904,0.079416049650484,16.2324649298597,0.839860472165388,0.760444422514904,0.905441376052418,0.905441376052418,2.28133326754471,"PFR"
5.47762191048764,0.1579257227961,0.3579257227961,0.762448893197673,0.0796253840062272,16.4328657314629,0.8420742772039,0.762448893197673,0.905441376055253,0.905441376055253,2.28734667959302,"PFR"
5.54442217768871,0.155755757800097,0.355755757800097,0.764413669291978,0.0798305729079243,16.6332665330661,0.844244242199903,0.764413669291978,0.905441376058016,0.905441376058016,2.29324100787593,"PFR"
5.61122244488978,0.153628406702513,0.353628406702513,0.766339860999415,0.0800317322980717,16.8336673346693,0.846371593297487,0.766339860999415,0.905441376060712,0.905441376060712,2.29901958299824,"PFR"
5.67802271209085,0.151542488535806,0.351542488535806,0.76822853761686,0.080228973847334,17.0340681362725,0.848457511464194,0.76822853761686,0.905441376063342,0.905441376063342,2.30468561285058,"PFR"
5.74482297929192,0.149496865446452,0.349496865446452,0.770080729403974,0.0804224051495734,17.2344689378758,0.850503134553548,0.770080729403974,0.905441376065909,0.905441376065909,2.31024218821192,"PFR"
5.81162324649299,0.147490440744397,0.347490440744397,0.771897429349311,0.080612129906291,17.434869739479,0.852509559255603,0.771897429349311,0.905441376068414,0.905441376068414,2.31569228804793,"PFR"
5.87842351369406,0.145522157057457,0.345522157057457,0.773679594841398,0.0807982481011446,17.6352705410822,0.854477842942543,0.773679594841398,0.905441376070861,0.905441376070861,2.32103878452419,"PFR"
5.94522378089512,0.143590994584145,0.343590994584145,0.775428149250696,0.0809808561651582,17.8356713426854,0.856409005415855,0.775428149250696,0.90544137607325,0.90544137607325,2.32628444775209,"PFR"
6.01202404809619,0.141695969438848,0.341695969438848,0.777143983427951,0.0811600471332006,18.0360721442886,0.858304030561152,0.777143983427951,0.905441376075585,0.905441376075585,2.33143195028385,"PFR"
6.07882431529726,0.139836132083713,0.339836132083713,0.778827957124023,0.0813359107922634,18.2364729458918,0.860163867916287,0.778827957124023,0.905441376077865,0.905441376077865,2.33648387137207,"PFR"
6.14562458249833,0.138010565841989,0.338010565841989,0.780480900335973,0.0815085338220379,18.436873747495,0.861989434158011,0.780480900335973,0.905441376080095,0.905441376080095,2.34144270100792,"PFR"
6.2124248496994,0.136218385487921,0.336218385487921,0.782103614583826,0.0816779999282523,18.6372745490982,0.863781614512079,0.782103614583826,0.905441376082274,0.905441376082274,2.34631084375148,"PFR"
6.27922511690047,0.134458735908651,0.33445873590865,0.783696874122148,0.081844389969201,18.8376753507014,0.865541264091349,0.783696874122148,0.905441376084405,0.905441376084405,2.35109062236644,"PFR"
6.34602538410154,0.132730790833857,0.332730790833857,0.785261427090275,0.0820077820758677,19.0380761523046,0.867269209166143,0.785261427090275,0.905441376086489,0.905441376086489,2.35578428127083,"PFR"
6.41282565130261,0.13103375162918,0.33103375162918,0.786797996604802,0.0821682517660174,19.2384769539078,0.86896624837082,0.786797996604802,0.905441376088528,0.905441376088528,2.36039398981441,"PFR"
6.47962591850367,0.129366846149716,0.329366846149716,0.788307281797675,0.0823258720526092,19.438877755511,0.870633153850284,0.788307281797675,0.905441376090523,0.905441376090523,2.36492184539302,"PFR"
6.54642618570474,0.127729327650122,0.327729327650122,0.789789958803023,0.0824807135468541,19.6392785571142,0.872270672349878,0.789789958803023,0.905441376092476,0.905441376092476,2.36936987640907,"PFR"
6.61322645290581,0.126120473748107,0.326120473748107,0.791246681695666,0.0826328445562268,19.8396793587174,0.873879526251893,0.791246681695666,0.905441376094387,0.905441376094387,2.373740045087,"PFR"
6.68002672010688,0.124539585438265,0.324539585438265,0.792678083384019,0.082782331177716,20.0400801603206,0.875460414561735,0.792678083384019,0.905441376096258,0.905441376096258,2.37803425015206,"PFR"
6.74682698730795,0.12298598615344,0.322985986153439,0.79408477645998,0.0829292373865801,20.2404809619239,0.87701401384656,0.79408477645998,0.90544137609809,0.90544137609809,2.38225432937994,"PFR"
6.81362725450902,0.121459020870955,0.321459020870955,0.795467354008183,0.0830736251208614,20.4408817635271,0.878540979129045,0.795467354008183,0.905441376099884,0.905441376099884,2.38640206202455,"PFR"
6.88042752171009,0.119958055261238,0.319958055261238,0.796826390376871,0.0832155543618908,20.6412825651303,0.880041944738762,0.796826390376871,0.905441376101642,0.905441376101642,2.39047917113061,"PFR"
6.94722778891116,0.118482474876499,0.318482474876499,0.798162441912496,0.0833550832110049,20.8416833667335,0.881517525123501,0.798162441912496,0.905441376103364,0.905441376103364,2.39448732573749,"PFR"
7.01402805611222,0.117031684377297,0.317031684377297,0.799476047660021,0.0834922679626816,21.0420841683367,0.882968315622703,0.799476047660021,0.905441376105052,0.905441376105052,2.39842814298006,"PFR"
7.08082832331329,0.115605106794934,0.315605106794934,0.800767730030779,0.0836271631742863,21.2424849699399,0.884394893205066,0.800767730030779,0.905441376106706,0.905441376106706,2.40230319009234,"PFR"
7.14762859051436,0.114202182827759,0.314202182827759,0.802037995439628,0.083759821732613,21.4428857715431,0.885797817172241,0.802037995439628,0.905441376108328,0.905441376108328,2.40611398631888,"PFR"
7.21442885771543,0.112822370169579,0.312822370169579,0.803287334913032,0.0838902949173883,21.6432865731463,0.887177629830421,0.803287334913032,0.905441376109917,0.905441376109917,2.4098620047391,"PFR"
